Family,Species,Author,Information,Occurrence,"Common names",Abundance,"Max. Length",Maturity,Remark,Picture
Triacanthidae,"Triacanthus nieuhofii","Bleeker, 1852"," M",native,,,"28.00 cm TL male/unsexed ",,"From southwest Sumatra to Timor Sea. Museum: LPPL JIF149 (TGT2500). Also Ref. 3132.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Trnie_u0.jpg"", ""Open image"")"
Triacanthidae,"Tripodichthys angustifrons","(Hollard, 1854)"," M",native,,,"20.00 cm TL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Trang_u0.gif"", ""Open image"")"
Triacanthidae,"Tripodichthys blochii","(Bleeker, 1852)"," M",native," Sonang-sonang (Malay), Sokang (Malay)",,"15.00 cm TL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Trblo_u3.gif"", ""Open image"")"
Triacanthidae,"Tripodichthys oxycephalus","(Bleeker, 1851)"," M",native,,,"20.00 cm TL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Troxy_u0.gif"", ""Open image"")"
Triacanthidae,"Trixiphichthys weberi","(Chaudhuri, 1910)"," M",native,,,"30.00 cm TL male/unsexed ",,"From southwest Sumatra to Timor Sea. Museum: LPPL JIF150 (TGT2547).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Trweb_u2.jpg"", ""Open image"")"
Triacanthodidae,"Atrophacanthus japonicus","(Kamohara, 1941)"," M",native,,,"4.40 cm SL male/unsexed ",,"From southwest Sumatra to Bali Strait. Museum: USNM 265190 (TGT2289).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Atjap_u1.jpg"", ""Open image"")"
Triacanthodidae,"Halimochirurgus alcocki","Weber, 1913"," M",native,,,"21.60 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Haalc_u0.jpg"", ""Open image"")"
Triacanthodidae,"Halimochirurgus centriscoides","Alcock, 1899"," M",native,,,"15.00 cm TL male/unsexed ",,"From southwest Sumatra to Bali Strait. Museum: BMNH 1984.1.1.109 (TGT (PJPW) 470. Also Ref. 3132.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hacen_u0.jpg"", ""Open image"")"
Triacanthodidae,"Macrorhamphosodes platycheilus","Fowler, 1934"," M",native,,,"13.00 cm TL male/unsexed ",,"From southwest Sumatra to Bali Strait. Museum: NTM S.10998-009 (TGT2516).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Mapla_u0.jpg"", ""Open image"")"
Triacanthodidae,"Triacanthodes ethiops","Alcock, 1894"," M",native,,,"8.50 cm SL male/unsexed ",,"From Bali Strait to Timor Sea. Museum: NTM S.10761-003 (TGT (PJPW) 515). In range: Ref. 6660.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Treth_u0.jpg"", ""Open image"")"
Triacanthodidae,"Tydemania navigatoris","Weber, 1913"," M",native,,,"12.00 cm SL male/unsexed ",,"Found from southwest Sumatra to Timor Sea. Museum: BMNH 1984.1.1.110 (TGT (PJPW0 515).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Tynav_u0.jpg"", ""Open image"")"
Triakidae,"Hemitriakis indroyonoi","White, Compagno & Dharmadi, 2009"," M",native," Indonesian Houndshark (English)",,"120 cm TL male/unsexed ","90 TL","Type locality, Kedonganan fish market, Bali, MZB 16672 (holotype of Hemitriakis indroyonoi, 69.6 cm SL, immature male). Known only from off the islands of Bali and Lombok in eastern Indonesia (Ref. 80994).","No picture yet."
Triakidae,"Hemitriakis japanica","(Müller & Henle, 1839)"," M",questionable,,,"110 cm TL male/unsexed ;120 cm TL female ",,"Nominal unconfirmed record from Amboina which is based on a specimen close to if not identical to H. abdita (Ref. 13563).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Hejap_u1.gif"", ""Open image"")"
Triakidae,"Iago garricki","Fourmanoir & Rivaton, 1979"," M",native," Hiu karang (Javanese), Karil (Javanese)",,"75.00 cm TL male/unsexed ","45 TL","Also Ref. 127459.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Iagar_u0.gif"", ""Open image"")"
Triakidae,"Mustelus stevensi","White & Last, 2008"," M",native,,,"128 cm TL male/unsexed ;103 cm TL female ","85.9 TL","Known from Bali and Lombok (Ref. 124465).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Muste_u0.jpg"", ""Open image"")"
Triakidae,"Mustelus widodoi","White & Last, 2006"," M",native," White-fin smooth-hound (English)",,"109 cm TL female ",,"Type locality, Kedonganan fish market, Bali, MZB 13591 (holotype of Mustelus widodoi, 108.5 cm TL, pregnant female) (Ref. 72460).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Muwid_f0.gif"", ""Open image"")"
Trichiuridae,"Assurger anzac","(Alexander, 1917)"," M",native,,,"250 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Asanz_u0.gif"", ""Open image"")"
Trichiuridae,"Benthodesmus macrophthalmus","Parin & Becker, 1970"," M",native,,,"50.00 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Bemac_u0.gif"", ""Open image"")"
Trichiuridae,"Benthodesmus neglectus","Parin, 1976"," M",native,,,"23.00 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Beneg_u0.gif"", ""Open image"")"
Trichiuridae,"Benthodesmus tenuis","(Günther, 1877)"," M",native,,,"230 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Beten_u0.jpg"", ""Open image"")"
Trichiuridae,"Benthodesmus tuckeri","Parin & Becker, 1970"," M",native,,,"77.00 cm SL male/unsexed ",,"Known from the Molucca Islands and south of Java (Ref. 6181).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Betuc_u0.gif"", ""Open image"")"
Trichiuridae,"Benthodesmus vityazi","Parin & Becker, 1970"," M",native,,,"77.00 cm SL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Bevit_u0.jpg"", ""Open image"")"
Trichiuridae,"Demissolinea novaeguineensis","Burhanuddin & Iwatsuki, 2003"," M",native,,,"45.00 cm TL male/unsexed ;47.50 cm TL female ",,"Type locality: off Dolak Island (old Dutch name: Frederik Hendrik Island) (Ref. 50501).","No picture yet."
Trichiuridae,"Eupleurogrammus glossodon","(Bleeker, 1860)"," M, Fi",native,,,"70.00 cm TL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/gif/tn_Euglo_u0.gif"", ""Open image"")"
Trichiuridae,"Eupleurogrammus muticus","(Gray, 1831)"," M, Fi",native," Jogor (Malay), Jogor (Javanese)",,"87.00 cm TL male/unsexed ;97.50 cm female ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Eumut_u0.jpg"", ""Open image"")"
